drug_A,drug_B,DDI
DB09275,DB00764,2
DB13595,DB00288,2
DB03754,DB00620,2
DB06723,DB00394,2
DB09275,DB01047,2
DB03754,DB00240,2
DB08938,DB00873,2
DB08938,DB01222,2
DB01377,DB01222,2
DB09275,DB00846,2
DB09275,DB00663,2
DB03754,DB00764,2
DB01370,DB00394,2
DB09281,DB00687,2
DB09275,DB01130,2
DB06723,DB00873,2
DB03754,DB08970,2
DB03754,DB00588,2
DB09275,DB00443,2
DB09275,DB02187,2
DB03754,DB00663,2
DB03754,DB01047,2
DB09275,DB01410,2
DB13595,DB00873,2
DB01377,DB00324,2
DB13595,DB08971,2
DB09104,DB00288,2
DB01377,DB00687,2
DB09275,DB00896,2
DB09275,DB06786,2
DB06723,DB06781,2
DB03754,DB01130,2
DB01377,DB00394,2
DB03754,DB00443,2
DB09275,DB08906,2
DB09275,DB08905,2
DB01370,DB00687,2
DB03754,DB02187,2
DB09104,DB08971,2
DB00375,DB01118,2
DB03754,DB06786,2
DB03754,DB01410,2
DB03754,DB00846,2
DB09275,DB01708,2
DB13595,DB00687,2
DB09281,DB00288,2
DB03754,DB01384,2
DB03754,DB01380,2
DB06724,DB00288,2
DB03754,DB01708,2
DB03754,DB11921,2
DB03754,DB00655,2
DB03754,DB04574,2
DB01390,DB00394,2
DB13595,DB01222,2
DB13595,DB00324,2
DB08938,DB00288,2
DB08938,DB00324,2
DB09104,DB06781,2
DB09104,DB01222,2
DB01377,DB08971,2
DB08938,DB00687,2
DB09281,DB00873,2
DB03754,DB00180,2
DB01370,DB08971,2
DB09275,DB00655,2
DB09275,DB00838,2
DB03754,DB08906,2
DB03754,DB08905,2
DB03754,DB00596,2
DB03754,DB00591,2
DB13595,DB00394,2
DB06724,DB06781,2
DB01390,DB00324,2
DB09275,DB01013,2
DB09275,DB00547,2
DB09104,DB00687,2
DB01390,DB00687,2
DB01370,DB06781,2
DB09275,DB01260,2
DB01390,DB00873,2
DB09275,DB13158,2
DB01377,DB00873,2
DB01377,DB06781,2
DB06723,DB08971,2
DB01390,DB08971,2
DB03754,DB01013,2
DB03754,DB00547,2
DB03754,DB00838,2
DB09275,DB00860,2
DB06723,DB00288,2
DB06723,DB00324,2
DB09275,DB00588,2
DB09275,DB00741,2
DB03754,DB01260,2
DB03754,DB09091,2
DB03754,DB09095,2
DB09104,DB00394,2
DB06724,DB08971,2
DB09104,DB00324,2
DB06723,DB01222,2
DB09275,DB01234,2
DB06724,DB01222,2
DB01370,DB00873,2
DB01154,DB09227,3
DB00252,DB08877,3
DB00607,DB00622,3
DB00564,DB12483,3
DB00794,DB00495,3
DB00794,DB00497,3
DB01174,DB00835,3
DB01045,DB06737,3
DB01174,DB00836,3
DB00794,DB00499,3
DB00238,DB01349,3
DB00794,DB00656,3
DB01174,DB01409,3
DB00794,DB00655,3
DB00794,DB01708,3
DB00312,DB00193,3
DB01045,DB01559,3
DB00673,DB00812,3
DB00849,DB00924,3
DB01174,DB00904,3
DB01174,DB00907,3
DB01174,DB00906,3
DB01045,DB06282,3
DB01201,DB01008,3
DB01201,DB01009,3
DB01220,DB00682,3
DB01320,DB01349,3
DB00794,DB08992,3
DB00165,DB00849,3
DB00673,DB06736,3
DB00559,DB01076,3
DB00418,DB00188,3
DB01351,DB01151,3
DB00418,DB00091,3
DB00418,DB00544,3
DB00615,DB01194,3
DB00418,DB00936,3
DB00312,DB04743,3
DB00794,DB06708,3
DB00564,DB00503,3
DB01201,DB01136,3
DB01174,DB01435,3
DB00418,DB00328,3
DB00418,DB01544,3
DB00418,DB00327,3
DB01174,DB01183,3
DB00418,DB00321,3
DB09280,DB00674,3
DB00615,DB08877,3
DB01045,DB01085,3
DB00418,DB00916,3
DB00564,DB01219,3
DB01201,DB00193,3
DB00794,DB01065,3
DB00794,DB00812,3
DB00564,DB00347,3
DB00794,DB00818,3
DB00794,DB09289,3
DB01201,DB01222,3
DB00400,DB00890,3
DB01201,DB01229,3
DB01320,DB01009,3
DB00794,DB01074,3
DB00794,DB01076,3
DB01220,DB00849,3
DB00418,DB01124,3
DB00165,DB01355,3
DB00794,DB00977,3
DB00252,DB00724,3
DB01355,DB07615,3
DB00794,DB01431,3
DB00312,DB09078,3
DB00252,DB00794,3
DB00794,DB00799,3
DB01174,DB00589,3
DB01174,DB00588,3
DB01174,DB00234,3
DB00615,DB00726,3
DB01174,DB00231,3
DB00564,DB06803,3
DB00794,DB00250,3
DB00559,DB00227,3
DB01174,DB00584,3
DB09280,DB00246,3
DB01174,DB00238,3
DB00794,DB05351,3
DB01201,DB13874,3
DB01320,DB01171,3
DB01174,DB04930,3
DB00418,DB01054,3
DB00794,DB00936,3
DB00474,DB00316,3
DB01045,DB00622,3
DB01045,DB00624,3
DB01174,DB01050,3
DB01174,DB01054,3
DB00238,DB01229,3
DB01201,DB00778,3
DB01154,DB01418,3
DB00238,DB06267,3
DB00794,DB01283,3
DB00599,DB01151,3
DB00794,DB06145,3
DB01045,DB00938,3
DB00794,DB04898,3
DB01045,DB00246,3
DB00312,DB01628,3
DB00794,DB09167,3
DB00794,DB05381,3
DB00238,DB00918,3
DB01174,DB01708,3
DB01174,DB01184,3
DB09280,DB01219,3
DB00673,DB00177,3
DB00252,DB01424,3
DB00252,DB00246,3
DB00615,DB00297,3
DB01437,DB01418,3
DB01201,DB06282,3
DB01320,DB00246,3
DB01174,DB12332,3
DB00794,DB03756,3
DB01437,DB00946,3
DB00607,DB00381,3
DB01201,DB00503,3
DB01174,DB01192,3
DB00794,DB00717,3
DB00794,DB00712,3
DB01174,DB11581,3
DB00238,DB00857,3
DB00673,DB00554,3
DB00238,DB01588,3
DB00252,DB01394,3
DB00418,DB00455,3
DB00418,DB00568,3
DB00794,DB08893,3
DB00564,DB01136,3
DB00252,DB05541,3
DB01174,DB00829,3
DB00451,DB00651,3
DB00312,DB01104,3
DB01174,DB00822,3
DB00564,DB01229,3
DB00794,DB00759,3
DB00794,DB00620,3
DB00794,DB00625,3
DB00794,DB00628,3
DB00794,DB04946,3
DB00564,DB01085,3
DB01174,DB01274,3
DB01154,DB00884,3
DB01174,DB00912,3
DB00794,DB00757,3
DB01174,DB00910,3
DB01174,DB00911,3
DB00418,DB11560,3
DB00794,DB00531,3
DB01601,DB00239,3
DB01201,DB01036,3
DB01201,DB01039,3
DB01174,DB00356,3
DB01045,DB01424,3
DB00418,DB00554,3
DB00418,DB06589,3
DB00418,DB01589,3
DB01045,DB01186,3
DB00238,DB00503,3
DB00238,DB01219,3
DB00564,DB01597,3
DB00564,DB01591,3
DB00312,DB00528,3
DB01045,DB01349,3
DB01601,DB01060,3
DB01174,DB08906,3
DB01201,DB01104,3
DB01601,DB01065,3
DB00794,DB00845,3
DB00238,DB11362,3
DB00794,DB00842,3
DB00615,DB01104,3
DB00794,DB00829,3
DB00794,DB00390,3
DB00794,DB00396,3
DB01201,DB00347,3
DB01201,DB01219,3
DB00238,DB01104,3
DB00794,DB06710,3
DB00794,DB01062,3
DB00418,DB01118,3
DB00794,DB01069,3
DB00418,DB00420,3
DB00312,DB13874,3
DB01320,DB12026,3
DB00564,DB01355,3
DB00673,DB00991,3
DB01201,DB05271,3
DB01174,DB00224,3
DB00564,DB01171,3
DB01174,DB00227,3
DB01174,DB00220,3
DB01174,DB00222,3
DB00238,DB01075,3
DB01174,DB01200,3
DB00418,DB09048,3
DB01174,DB01065,3
DB01174,DB01067,3
DB01045,DB00324,3
DB00564,DB01028,3
DB00474,DB00498,3
DB01174,DB01069,3
DB01174,DB01263,3
DB01174,DB01261,3
DB00564,DB01008,3
DB00615,DB00682,3
DB00849,DB01054,3
DB00238,DB00624,3
DB00418,DB06268,3
DB00615,DB01229,3
DB00252,DB00347,3
DB01174,DB06712,3
DB00794,DB01124,3
DB01045,DB00927,3
DB01201,DB06216,3
DB00312,DB00297,3
DB00312,DB01026,3
DB09280,DB01222,3
DB01174,DB12267,3
DB01174,DB08439,3
DB00418,DB00540,3
DB01201,DB01591,3
DB01174,DB06710,3
DB00615,DB00266,3
DB00794,DB01380,3
DB00794,DB01384,3
DB00312,DB01242,3
DB01174,DB01177,3
DB00794,DB01232,3
DB00607,DB00393,3
DB01174,DB01319,3
DB00312,DB01068,3
DB00794,DB06237,3
DB00794,DB00705,3
DB00794,DB00700,3
DB00794,DB00701,3
DB01201,DB09078,3
DB01174,DB01087,3
DB00794,DB00708,3
DB00312,DB09216,3
DB00615,DB00401,3
DB00238,DB06287,3
DB00238,DB00849,3
DB09280,DB01023,3
DB01201,DB01424,3
DB00238,DB00843,3
DB00794,DB04841,3
DB00794,DB04846,3
DB00794,DB06155,3
DB01355,DB01074,3
DB00564,DB01015,3
DB00564,DB01016,3
DB00559,DB01418,3
DB01201,DB00401,3
DB00615,DB00674,3
DB00615,DB00324,3
DB01320,DB06803,3
DB00794,DB00636,3
DB00794,DB00637,3
DB00615,DB00316,3
DB00794,DB06712,3
DB01045,DB01171,3
DB00252,DB01628,3
DB00252,DB01154,3
DB01174,DB09090,3
DB00615,DB01154,3
DB00238,DB00338,3
DB01201,DB01023,3
DB01201,DB01026,3
DB01045,DB01075,3
DB01201,DB01028,3
DB00615,DB09078,3
DB01174,DB06144,3
DB00312,DB00738,3
DB01174,DB08931,3
DB00673,DB01274,3
DB00673,DB01177,3
DB01174,DB01558,3
DB01045,DB01194,3
DB00564,DB01588,3
DB01320,DB08877,3
DB01174,DB01589,3
DB01174,DB08910,3
DB01045,DB01355,3
DB01174,DB11915,3
DB00418,DB01218,3
DB01174,DB08918,3
DB01220,DB00794,3
DB00564,DB01026,3
DB00607,DB00890,3
DB01220,DB00266,3
DB00418,DB00184,3
DB00418,DB00471,3
DB01174,DB00455,3
DB01174,DB00451,3
DB01174,DB01396,3
DB00418,DB01037,3
DB00418,DB06292,3
DB01174,DB00458,3
DB00794,DB06700,3
DB01045,DB05271,3
DB00794,DB01012,3
DB00418,DB08439,3
DB09280,DB00724,3
DB00564,DB01349,3
DB00418,DB00983,3
DB00615,DB05271,3
DB00418,DB00988,3
DB00418,DB00458,3
DB00794,DB11575,3
DB00794,DB11574,3
DB01045,DB05246,3
DB00418,DB00783,3
DB00418,DB06739,3
DB00252,DB06203,3
DB01174,DB00215,3
DB01174,DB00214,3
DB01601,DB00328,3
DB00794,DB09396,3
DB01174,DB01410,3
DB01045,DB00136,3
DB00794,DB01129,3
DB00794,DB01128,3
DB00794,DB01126,3
DB00238,DB01008,3
DB00418,DB01076,3
DB00418,DB01074,3
DB01174,DB00696,3
DB01174,DB00690,3
DB01355,DB00884,3
DB00564,DB04938,3
DB01174,DB01076,3
DB01174,DB01074,3
DB01174,DB01551,3
DB01201,DB00794,3
DB00794,DB01466,3
DB00559,DB00175,3
DB00238,DB06282,3
DB01174,DB00678,3
DB00418,DB12267,3
DB00673,DB00712,3
DB01174,DB00675,3
DB01174,DB00672,3
DB00794,DB01264,3
DB00794,DB01261,3
DB09280,DB01186,3
DB00794,DB01263,3
DB00238,DB06203,3
DB00312,DB12026,3
DB01220,DB01355,3
DB00615,DB01219,3
DB01201,DB01601,3
DB01174,DB00248,3
DB01320,DB05541,3
DB01174,DB09227,3
DB00794,DB01115,3
DB00564,DB06702,3
DB01320,DB01424,3
DB01045,DB00266,3
DB01201,DB06803,3
DB01174,DB11614,3
DB01174,DB01418,3
DB00252,DB01296,3
DB00312,DB01588,3
DB00794,DB04871,3
DB01174,DB11613,3
DB00794,DB01410,3
DB00252,DB01355,3
DB00794,DB01396,3
DB00418,DB03756,3
DB00794,DB00814,3
DB01045,DB00316,3
DB00794,DB08828,3
DB00252,DB01171,3
DB00312,DB06694,3
DB00794,DB01435,3
DB00794,DB01418,3
DB00794,DB00731,3
DB01045,DB01104,3
DB00794,DB00734,3
DB00794,DB00736,3
DB01174,DB04574,3
DB01174,DB01095,3
DB01174,DB01097,3
DB00794,DB08827,3
DB01174,DB04572,3
DB09280,DB00136,3
DB09280,DB09082,3
DB01320,DB00395,3
DB00615,DB00418,3
DB01320,DB06702,3
DB00615,DB00897,3
DB00252,DB01009,3
DB01201,DB00897,3
DB00312,DB00622,3
DB00794,DB11613,3
DB01174,DB00842,3
DB01174,DB00845,3
DB00794,DB00608,3
DB09280,DB00280,3
DB01201,DB00418,3
DB00794,DB00602,3
DB00238,DB00347,3
DB01174,DB01179,3
DB00312,DB00726,3
DB00564,DB06725,3
DB00615,DB06702,3
DB00418,DB08931,3
DB01174,DB01045,3
DB00418,DB05381,3
DB01045,DB08922,3
DB00794,DB00518,3
DB00599,DB09216,3
DB00849,DB09227,3
DB00794,DB00514,3
DB00238,DB00297,3
DB01045,DB01219,3
DB01045,DB06216,3
DB01174,DB08868,3
DB01220,DB00418,3
DB01174,DB08860,3
DB00418,DB01283,3
DB01355,DB01427,3
DB00418,DB00530,3
DB01174,DB00390,3
DB01320,DB12483,3
DB00564,DB00622,3
DB00564,DB00624,3
DB00312,DB00549,3
DB01174,DB11921,3
DB00312,DB01098,3
DB00418,DB01261,3
DB01320,DB01186,3
DB01154,DB09232,3
DB00849,DB00884,3
DB01174,DB00339,3
DB01201,DB00136,3
DB00615,DB12483,3
DB01174,DB00440,3
DB00238,DB00528,3
DB01174,DB06145,3
DB01174,DB00448,3
DB00849,DB00458,3
DB00673,DB04898,3
DB01045,DB01039,3
DB00564,DB01154,3
DB01045,DB01036,3
DB00794,DB06777,3
DB00794,DB01002,3
DB00794,DB01006,3
DB01355,DB09288,3
DB01355,DB09289,3
DB00615,DB09082,3
DB00418,DB00991,3
DB00418,DB00440,3
DB00794,DB01216,3
DB00418,DB00448,3
DB00312,DB00897,3
DB01045,DB08877,3
DB00564,DB00280,3
DB01355,DB09235,3
DB01174,DB00208,3
DB01174,DB00204,3
DB00564,DB01151,3
DB01174,DB00203,3
DB01174,DB00201,3
DB00794,DB00281,3
DB00794,DB00285,3
DB00794,DB01138,3
DB01320,DB01120,3
DB00238,DB01016,3
DB00794,DB01218,3
DB01174,DB00683,3
DB01174,DB00688,3
DB00252,DB00395,3
DB01045,DB00498,3
DB00238,DB01068,3
DB00238,DB08877,3
DB01045,DB00496,3
DB01355,DB01418,3
DB00564,DB01023,3
DB00607,DB04743,3
DB00794,DB01253,3
DB00794,DB00359,3
DB00794,DB01256,3
DB00794,DB00356,3
DB00794,DB01357,3
DB01320,DB00724,3
DB01320,DB00726,3
DB00794,DB09232,3
DB00794,DB09231,3
DB01355,DB00091,3
DB00794,DB09236,3
DB00794,DB09235,3
DB00794,DB09238,3
DB01174,DB09232,3
DB01174,DB09235,3
DB01174,DB09238,3
DB01045,DB04938,3
DB01174,DB01427,3
DB00312,DB01591,3
DB00252,DB01349,3
DB00615,DB01068,3
DB00559,DB01095,3
DB09280,DB01085,3
DB00615,DB00246,3
DB00615,DB05541,3
DB00607,DB00401,3
DB01045,DB00870,3
DB01201,DB00553,3
DB01201,DB00559,3
DB00794,DB06144,3
DB00418,DB01050,3
DB00418,DB00675,3
DB00312,DB06216,3
DB00599,DB00498,3
DB00252,DB01016,3
DB00312,DB01136,3
DB01174,DB00877,3
DB00418,DB08992,3
DB01174,DB00872,3
DB00564,DB06282,3
DB00564,DB06290,3
DB00312,DB00850,3
DB00794,DB00612,3
DB00794,DB00613,3
DB00615,DB01222,3
DB00794,DB00617,3
DB00794,DB00615,3
DB00615,DB00338,3
DB00252,DB06210,3
DB00564,DB00778,3
DB01154,DB01054,3
DB00564,DB06737,3
DB00312,DB01559,3
DB00615,DB00938,3
DB01174,DB07615,3
DB00794,DB01037,3
DB00794,DB00502,3
DB00794,DB00604,3
DB00849,DB09232,3
DB01174,DB00758,3
DB01320,DB06737,3
DB00849,DB09231,3
DB00849,DB09236,3
DB01174,DB00759,3
DB00238,DB00280,3
DB00238,DB00738,3
DB00564,DB00395,3
DB00418,DB00295,3
DB01320,DB11362,3
DB00794,DB06595,3
DB00794,DB00909,3
DB01174,DB01118,3
DB01174,DB06209,3
DB00418,DB00502,3
DB00615,DB00724,3
DB01174,DB06207,3
DB00418,DB00784,3
DB00238,DB01241,3
DB01201,DB01171,3
DB00849,DB00344,3
DB01201,DB01174,3
DB00252,DB01072,3
DB00418,DB09068,3
DB00312,DB00843,3
DB00418,DB01274,3
DB00238,DB00496,3
DB09280,DB06282,3
DB00418,DB00613,3
DB01201,DB06267,3
DB00252,DB00927,3
DB01174,DB00471,3
DB01174,DB00472,3
DB01174,DB00475,3
DB00238,DB01221,3
DB00564,DB00381,3
DB00312,DB00381,3
DB01201,DB00313,3
DB01201,DB00316,3
DB00794,DB01409,3
DB01045,DB01028,3
DB00564,DB00918,3
DB00238,DB13874,3
DB01045,DB01026,3
DB01045,DB01023,3
DB00564,DB12026,3
DB00615,DB01588,3
DB00252,DB00297,3
DB09280,DB00706,3
DB00564,DB00549,3
DB00673,DB08860,3
DB00238,DB05271,3
DB00418,DB00277,3
DB00794,DB06770,3
DB01174,DB00278,3
DB00794,DB00296,3
DB00794,DB00295,3
DB01174,DB00277,3
DB01045,DB13874,3
DB00238,DB01023,3
DB01320,DB01136,3
DB00238,DB00316,3
DB01201,DB04938,3
DB00312,DB05541,3
DB00238,DB00850,3
DB01174,DB00091,3
DB01174,DB01256,3
DB01174,DB00307,3
DB00564,DB05246,3
DB00794,DB01248,3
DB00794,DB01244,3
DB01174,DB00655,3
DB01174,DB00309,3
DB01174,DB00656,3
DB00252,DB00193,3
DB00794,DB00349,3
DB01320,DB01628,3
DB00794,DB00344,3
DB00794,DB00346,3
DB00794,DB00343,3
DB01174,DB00788,3
DB01174,DB00783,3
DB01174,DB00784,3
DB00312,DB06267,3
DB00794,DB11737,3
DB00238,DB00706,3
DB00564,DB08877,3
DB01320,DB01241,3
DB01320,DB01242,3
DB00794,DB06738,3
DB01045,DB00849,3
DB01045,DB00843,3
DB00794,DB00758,3
DB00794,DB00753,3
DB00794,DB00751,3
DB01201,DB00549,3
DB01045,DB00682,3
DB00794,DB00755,3
DB01045,DB06803,3
DB00794,DB00199,3
DB00418,DB06712,3
DB01320,DB01591,3
DB00673,DB01029,3
DB00252,DB01028,3
DB01174,DB04898,3
DB01201,DB06725,3
DB01174,DB00862,3
DB00474,DB01242,3
DB01174,DB00864,3
DB00312,DB01149,3
DB01174,DB00869,3
DB01320,DB01229,3
DB01201,DB00945,3
DB01355,DB09232,3
DB00673,DB00469,3
DB01154,DB06712,3
DB00794,DB00872,3
DB00252,DB01151,3
DB00312,DB00724,3
DB01355,DB06712,3
DB00794,DB06292,3
DB01320,DB01355,3
DB00849,DB01418,3
DB00607,DB09230,3
DB01154,DB00458,3
DB00794,DB00571,3
DB00794,DB00570,3
DB00849,DB00946,3
DB00794,DB00575,3
DB00615,DB06203,3
DB01351,DB09230,3
DB01201,DB01588,3
DB09280,DB00938,3
DB00418,DB00281,3
DB00418,DB00285,3
DB01174,DB01253,3
DB01174,DB06237,3
DB00418,DB00514,3
DB01154,DB09231,3
DB01154,DB09236,3
DB01174,DB00889,3
DB01154,DB09235,3
DB01174,DB00884,3
DB01154,DB09238,3
DB00794,DB00404,3
DB00238,DB00674,3
DB00794,DB00402,3
DB01174,DB00883,3
DB00252,DB13874,3
DB00559,DB00946,3
DB01174,DB06789,3
DB00564,DB01559,3
DB00238,DB00381,3
DB01201,DB01149,3
DB00238,DB00401,3
DB00418,DB01244,3
DB00599,DB00726,3
DB00794,DB09090,3
DB00418,DB00608,3
DB00418,DB00604,3
DB01154,DB09090,3
DB00312,DB00706,3
DB00418,DB01142,3
DB00564,DB00393,3
DB00252,DB06737,3
DB00599,DB09230,3
DB00794,DB01029,3
DB00238,DB00490,3
DB00794,DB01020,3
DB01045,DB01015,3
DB00418,DB06605,3
DB01355,DB09231,3
DB00418,DB00468,3
DB00418,DB00469,3
DB00312,DB01072,3
DB01201,DB01098,3
DB00238,DB05541,3
DB00615,DB12026,3
DB00794,DB00997,3
DB00794,DB00991,3
DB00418,DB00943,3
DB00418,DB00531,3
DB00564,DB00553,3
DB01174,DB06016,3
DB00418,DB00263,3
DB01174,DB00263,3
DB00238,DB01039,3
DB01601,DB00371,3
DB00794,DB00976,3
DB00564,DB05541,3
DB00849,DB00543,3
DB01601,DB01283,3
DB00849,DB00540,3
DB00794,DB09101,3
DB00794,DB01114,3
DB00418,DB01029,3
DB00794,DB01110,3
DB01320,DB00918,3
DB00418,DB06738,3
DB01174,DB00469,3
DB00312,DB01219,3
DB01201,DB08922,3
DB01174,DB01223,3
DB00418,DB00641,3
DB01174,DB01227,3
DB01174,DB00647,3
DB00705,DB00333,3
DB01174,DB00643,3
DB01174,DB00641,3
DB01174,DB00318,3
DB00794,DB01236,3
DB00794,DB00379,3
DB01320,DB00870,3
DB01174,DB00799,3
DB09280,DB00381,3
DB01174,DB00796,3
DB01045,DB00213,3
DB01045,DB00216,3
DB01351,DB00266,3
DB00794,DB01587,3
DB00238,DB01628,3
DB01174,DB01132,3
DB01174,DB01131,3
DB00794,DB01589,3
DB01174,DB01138,3
DB00615,DB01085,3
DB00312,DB09082,3
DB01320,DB00674,3
DB01320,DB00673,3
DB00849,DB01142,3
DB01355,DB00458,3
DB00794,DB00864,3
DB01045,DB00674,3
DB00794,DB01097,3
DB01045,DB00850,3
DB01174,DB09080,3
DB00794,DB00748,3
DB00794,DB00749,3
DB01174,DB01357,3
DB00794,DB01095,3
DB01045,DB00694,3
DB01320,DB00706,3
DB00794,DB00744,3
DB00794,DB00745,3
DB00615,DB01098,3
DB00418,DB01183,3
DB00794,DB00180,3
DB00794,DB00184,3
DB00794,DB00185,3
DB00615,DB00136,3
DB00673,DB01050,3
DB00794,DB00912,3
DB00418,DB08860,3
DB00252,DB01036,3
DB00849,DB09090,3
DB00607,DB01023,3
DB00252,DB06282,3
DB00252,DB01039,3
DB00794,DB00377,3
DB00794,DB00836,3
DB00418,DB09090,3
DB01201,DB00938,3
DB00615,DB00738,3
DB01201,DB00682,3
DB01320,DB00297,3
DB00607,DB06694,3
DB00615,DB00918,3
DB00252,DB00850,3
DB01201,DB01355,3
DB01201,DB00843,3
DB00673,DB00988,3
DB00794,DB00567,3
DB00794,DB00568,3
DB00673,DB00983,3
DB01201,DB00849,3
DB00794,DB00906,3
DB00418,DB01097,3
DB00794,DB08860,3
DB01045,DB06203,3
DB01045,DB06204,3
DB00564,DB00870,3
DB01320,DB06267,3
DB00474,DB09230,3
DB00673,DB03756,3
DB00418,DB09570,3
DB00794,DB00412,3
DB01201,DB01154,3
DB01174,DB00615,3
DB00794,DB01215,3
DB09280,DB06267,3
DB01201,DB06203,3
DB00312,DB00280,3
DB00564,DB00496,3
DB09280,DB00897,3
DB01201,DB06204,3
DB00312,DB00778,3
DB01045,DB01222,3
DB00564,DB00706,3
DB01154,DB00924,3
DB00418,DB00812,3
DB00418,DB00818,3
DB01201,DB00338,3
DB01045,DB01008,3
DB01045,DB01009,3
DB00238,DB00246,3
DB00418,DB00495,3
DB01201,DB01085,3
DB00673,DB06268,3
DB00794,DB00983,3
DB00794,DB00980,3
DB00794,DB00987,3
DB00418,DB00701,3
DB00418,DB00250,3
DB00794,DB00988,3
DB00418,DB00252,3
DB00418,DB00969,3
DB01201,DB06737,3
DB00418,DB00924,3
DB00252,DB00938,3
DB00794,DB07615,3
DB00794,DB00907,3
DB01220,DB01174,3
DB00673,DB08798,3
DB01174,DB00412,3
DB01045,DB00193,3
DB00794,DB00904,3
DB01174,DB01236,3
DB01174,DB00321,3
DB01174,DB00320,3
DB01174,DB00637,3
DB01174,DB00327,3
DB01174,DB00328,3
DB00794,DB01223,3
DB09280,DB01149,3
DB01320,DB00843,3
DB00252,DB00778,3
DB00794,DB00361,3
DB01320,DB00849,3
DB00418,DB06414,3
DB01045,DB05541,3
DB01201,DB09082,3
DB01320,DB01085,3
DB00794,DB05039,3
DB01174,DB01124,3
DB00673,DB00784,3
DB01174,DB01126,3
DB01174,DB00749,3
DB01174,DB00748,3
DB01174,DB00745,3
DB01174,DB00744,3
DB01174,DB01128,3
DB01174,DB01129,3
DB00474,DB01151,3
DB00238,DB00553,3
DB00238,DB00726,3
DB00252,DB01559,3
DB00564,DB08922,3
DB00615,DB00778,3
DB00252,DB01222,3
DB00794,DB01240,3
DB00794,DB08881,3
