drug_A,drug_B,DDI
DB01198,DB01211,0
DB00620,DB14635,0
DB01396,DB06370,0
DB06652,DB00813,0
DB00932,DB12267,0
DB04557,DB01128,0
DB12474,DB00908,0
DB00575,DB00501,0
DB08881,DB06174,0
DB11986,DB04839,0
DB06203,DB00187,0
DB01656,DB01183,0
DB13592,DB13203,0
DB00672,DB00323,0
DB06725,DB00203,0
DB01098,DB05521,0
DB06212,DB14635,0
DB00590,DB00446,0
DB04557,DB00347,0
DB00250,DB00949,0
DB06144,DB01388,0
DB11363,DB01764,0
DB01039,DB09065,0
DB09183,DB09173,0
DB00661,DB00451,0
DB00207,DB00763,0
DB11979,DB00363,0
DB00363,DB13919,0
DB14011,DB11633,0
DB00831,DB00779,0
DB00208,DB00574,0
DB01033,DB00685,0
DB09225,DB00619,0
DB13675,DB00374,0
DB06506,DB00373,0
DB02568,DB00238,0
DB01589,DB06150,0
DB00731,DB06442,0
DB05229,DB00501,0
DB01098,DB00363,0
DB00699,DB00361,0
DB06691,DB00726,0
DB11689,DB13919,0
DB04846,DB11633,0
DB00575,DB11805,0
DB12887,DB11442,0
DB12926,DB06216,0
DB11633,DB00588,0
DB00872,DB08877,0
DB01050,DB00916,0
DB01087,DB00553,0
DB11718,DB12693,0
DB00334,DB11892,0
DB01274,DB06414,0
DB01355,DB00503,0
DB11586,DB09065,0
DB00938,DB00604,0
DB01320,DB00437,0
DB03783,DB00623,0
DB12147,DB13338,0
DB08895,DB00215,0
DB01236,DB01167,0
DB00454,DB05903,0
DB00575,DB06600,0
DB09048,DB00872,0
DB01050,DB00544,0
DB06717,DB01015,0
DB00866,DB01096,0
DB11855,DB03783,0
DB11633,DB01764,0
DB06789,DB00321,0
DB06204,DB01685,0
DB11979,DB08864,0
DB04951,DB01012,0
DB04076,DB00779,0
DB01174,DB00891,0
DB14540,DB08873,0
DB00318,DB01118,0
DB08496,DB00184,0
DB01229,DB01095,0
DB00934,DB11511,0
DB01412,DB00363,0
DB01151,DB00589,0
DB12887,DB00363,0
DB12267,DB12070,0
DB04930,DB04572,0
DB11730,DB01587,0
DB09555,DB00623,0
DB06144,DB01110,0
DB01151,DB01228,0
DB09183,DB00912,0
DB04938,DB00470,0
DB13449,DB00642,0
DB00468,DB00255,0
DB09048,DB11779,0
DB11586,DB00608,0
DB06739,DB00533,0
DB00866,DB00641,0
DB01195,DB01012,0
DB00227,DB06774,0
DB13952,DB01117,0
DB00715,DB01165,0
DB00361,DB11805,0
DB01072,DB00976,0
DB06772,DB00186,0
DB11362,DB00604,0
DB00783,DB00608,0
DB00843,DB15982,0
DB01289,DB01628,0
DB01558,DB00487,0
DB01259,DB13179,0
DB09099,DB00908,0
DB04557,DB00829,0
DB13136,DB00972,0
DB00655,DB00188,0
DB15233,DB06739,0
DB00744,DB00196,0
DB11581,DB06419,0
DB00717,DB12245,0
DB00625,DB11753,0
DB01175,DB00227,0
DB14132,DB13261,0
DB00549,DB11703,0
DB01142,DB00349,0
DB09079,DB00321,0
DB01228,DB09049,0
DB00531,DB00471,0
DB04844,DB00866,0
DB01184,DB00205,0
DB00976,DB01388,0
DB12926,DB13179,0
DB15233,DB06204,0
DB06735,DB01062,0
DB00191,DB09099,0
DB06448,DB06204,0
DB08901,DB00700,0
DB11855,DB06370,0
DB00264,DB01259,0
DB02709,DB01165,0
DB15091,DB00976,0
DB00497,DB00622,0
DB11560,DB04818,0
DB01100,DB00541,0
DB00214,DB13174,0
DB00262,DB13627,0
DB01203,DB11642,0
DB01097,DB11892,0
DB01227,DB07348,0
DB09039,DB11753,0
DB01156,DB00850,0
DB01227,DB00426,0
DB06739,DB01628,0
DB09273,DB06654,0
DB00805,DB00503,0
DB01254,DB07348,0
DB00717,DB01388,0
DB00321,DB00227,0
DB00191,DB13338,0
DB14132,DB06600,0
DB00414,DB00705,0
DB06727,DB01110,0
DB09079,DB01030,0
DB01418,DB01589,0
DB00949,DB00883,0
DB04951,DB00744,0
DB01098,DB00207,0
DB06144,DB01023,0
DB00947,DB00712,0
DB00924,DB00978,0
DB01076,DB12466,0
DB01424,DB01056,0
DB03783,DB01295,0
DB01094,DB01087,0
DB06684,DB01156,0
DB12147,DB09030,0
DB00641,DB14011,0
DB09054,DB00818,0
DB00531,DB00458,0
DB00382,DB14011,0
DB06700,DB01072,0
DB00740,DB00951,0
DB00264,DB11837,0
DB11757,DB00699,0
DB00751,DB04938,0
DB12752,DB12500,0
DB03783,DB06217,0
DB12161,DB01177,0
DB14881,DB00528,0
DB13757,DB01429,0
DB00297,DB14635,0
DB04855,DB01392,0
DB00496,DB00757,0
DB11757,DB06419,0
DB00262,DB00215,0
DB08860,DB05541,0
DB11785,DB00604,0
DB12406,DB00954,0
DB00737,DB00343,0
DB00469,DB12319,0
DB00613,DB00481,0
DB00442,DB13627,0
DB08496,DB14025,0
DB00203,DB00621,0
DB00980,DB04574,0
DB11757,DB00849,0
DB00936,DB12245,0
DB13345,DB01087,0
DB09039,DB01764,0
DB00277,DB12887,0
DB11641,DB00518,0
DB00687,DB05521,0
DB09383,DB11779,0
DB00454,DB09308,0
DB08962,DB00843,0
DB00342,DB08877,0
DB00717,DB00191,0
DB00091,DB00731,0
DB06739,DB01093,0
DB01079,DB00318,0
DB04844,DB06287,0
DB01289,DB12332,0
DB00831,DB00188,0
DB09054,DB11574,0
DB01355,DB00412,0
DB01118,DB04951,0
DB00243,DB04938,0
DB00563,DB06731,0
DB11614,DB00712,0
DB11915,DB01177,0
DB11943,DB09296,0
DB01181,DB00627,0
DB00238,DB11638,0
DB12371,DB06697,0
DB00571,DB00717,0
DB12483,DB01110,0
DB00908,DB01242,0
DB01264,DB01039,0
DB01242,DB00622,0
DB00327,DB01118,0
DB01320,DB00918,0
DB13812,DB09078,0
DB13508,DB00283,0
DB00946,DB06772,0
DB00904,DB01101,0
DB06710,DB01151,0
DB06403,DB04856,0
DB00544,DB00170,0
DB08875,DB01069,0
DB01589,DB01274,0
DB13956,DB06697,0
DB00295,DB08912,0
DB00866,DB11994,0
DB01254,DB01039,0
DB00367,DB00246,0
DB09204,DB00317,0
DB00998,DB01208,0
DB01124,DB04725,0
DB06603,DB00481,0
DB06506,DB01062,0
DB08877,DB13179,0
DB09080,DB09048,0
DB00309,DB13338,0
DB00494,DB11633,0
DB00433,DB11805,0
DB00215,DB00608,0
DB00191,DB11703,0
DB06335,DB11730,0
DB00216,DB00850,0
DB01159,DB00553,0
DB01431,DB11554,0
DB00624,DB00216,0
DB13573,DB11837,0
DB07615,DB06414,0
DB11730,DB01183,0
DB06626,DB01405,0
DB06203,DB15982,0
DB09297,DB00938,0
DB15035,DB00193,0
DB13952,DB12466,0
DB01274,DB08864,0
DB01628,DB14635,0
DB01044,DB00972,0
DB01203,DB08881,0
DB08807,DB06684,0
DB01466,DB06729,0
DB00184,DB00978,0
DB01255,DB14635,0
DB00518,DB09073,0
DB09030,DB00622,0
DB12483,DB06652,0
DB06148,DB12500,0
DB01384,DB01026,0
DB11730,DB13843,0
DB01190,DB00238,0
DB12926,DB04574,0
DB01136,DB00289,0
DB01002,DB01059,0
DB04572,DB05928,0
DB00246,DB00951,0
DB00762,DB00678,0
DB01177,DB01136,0
DB01229,DB04794,0
DB00540,DB00264,0
DB00361,DB00661,0
DB00908,DB09101,0
DB01227,DB12245,0
DB08901,DB06587,0
DB01181,DB00753,0
DB13675,DB01628,0
DB13919,DB01023,0
DB01667,DB01166,0
DB00382,DB00969,0
DB04845,DB00668,0
DB01656,DB00683,0
DB00514,DB01590,0
DB09068,DB00621,0
DB01029,DB00843,0
DB00433,DB05903,0
DB01558,DB00619,0
DB00829,DB01093,0
DB00952,DB00909,0
DB11718,DB08807,0
DB00699,DB00604,0
DB01100,DB06176,0
DB00203,DB08909,0
DB06589,DB00778,0
DB06203,DB00574,0
DB00349,DB00966,0
DB01072,DB00180,0
DB00468,DB01274,0
DB00404,DB00759,0
DB01037,DB12523,0
DB00946,DB01136,0
DB09195,DB00396,0
DB11915,DB00734,0
DB00482,DB01012,0
DB08875,DB01195,0
DB06218,DB11837,0
DB04920,DB00792,0
DB05271,DB06287,0
DB00813,DB09065,0
DB00461,DB09078,0
DB11689,DB01128,0
DB00193,DB09224,0
DB00245,DB00627,0
DB06144,DB00203,0
DB00704,DB01609,0
DB09102,DB08820,0
DB11689,DB00752,0
DB00496,DB01238,0
DB06697,DB03575,0
DB06652,DB11837,0
DB11952,DB09330,0
DB01216,DB00909,0
DB01229,DB00951,0
DB00864,DB01129,0
DB01624,DB00255,0
DB09288,DB00451,0
DB01062,DB00245,0
DB00624,DB00932,0
DB06212,DB01059,0
DB12332,DB01087,0
DB11967,DB01079,0
DB09079,DB00358,0
DB09053,DB00320,0
DB06731,DB00458,0
DB01041,DB00469,0
DB09199,DB12245,0
DB06210,DB00201,0
DB11742,DB00921,0
DB01094,DB00334,0
DB13956,DB00338,0
DB12147,DB05541,0
DB00252,DB00624,0
DB00690,DB00471,0
DB00608,DB00209,0
DB00347,DB11632,0
DB00318,DB00501,0
DB14011,DB01184,0
DB00514,DB06414,0
DB00317,DB01156,0
DB06414,DB14575,0
DB01142,DB09065,0
DB00207,DB01029,0
DB00489,DB00850,0
DB06448,DB01544,0
DB13449,DB09256,0
DB13203,DB00261,0
DB01154,DB04818,0
DB00744,DB00834,0
DB15233,DB00554,0
DB00993,DB00806,0
DB12978,DB01167,0
DB08962,DB06448,0
DB06218,DB00744,0
DB01359,DB00338,0
DB13136,DB00347,0
DB04725,DB06268,0
DB01151,DB00661,0
DB01589,DB04911,0
DB00946,DB12130,0
DB01297,DB00234,0
DB00554,DB01685,0
DB06589,DB06700,0
DB00932,DB01624,0
DB09256,DB01006,0
DB01412,DB13179,0
DB11979,DB06605,0
DB00238,DB00810,0
DB01242,DB00317,0
DB15233,DB06218,0
DB01048,DB00321,0
DB00184,DB13627,0
DB00214,DB06729,0
DB00909,DB01110,0
DB00349,DB01685,0
DB00757,DB00592,0
DB01238,DB01156,0
DB00384,DB06442,0
DB04948,DB06729,0
DB15233,DB01685,0
DB00264,DB06729,0
DB00549,DB09308,0
DB00758,DB00273,0
DB06210,DB01667,0
DB00474,DB01043,0
DB00518,DB00358,0
DB12531,DB11757,0
DB00489,DB11915,0
DB09351,DB00342,0
DB00897,DB00091,0
DB01101,DB14033,0
DB06203,DB09049,0
DB01154,DB04856,0
DB00501,DB00472,0
DB00363,DB00576,0
DB09296,DB08911,0
DB00678,DB00715,0
DB00264,DB00805,0
DB04908,DB09101,0
DB04844,DB12693,0
DB03783,DB01085,0
DB06789,DB01238,0
DB14541,DB00904,0
DB01098,DB09073,0
DB06218,DB14033,0
DB11718,DB03783,0
DB00188,DB06731,0
DB01248,DB00401,0
DB13953,DB00891,0
DB01050,DB00227,0
DB12752,DB09195,0
DB01229,DB11475,0
DB01166,DB01394,0
DB00850,DB13261,0
DB13345,DB11805,0
DB13573,DB02568,0
DB06160,DB01254,0
DB12301,DB12161,0
DB01069,DB00481,0
DB00250,DB01259,0
DB00289,DB01193,0
DB13345,DB11952,0
DB01037,DB00184,0
DB00458,DB04846,0
DB00699,DB09291,0
DB01424,DB00343,0
DB04840,DB00169,0
DB00185,DB00623,0
DB06268,DB00544,0
DB13762,DB00794,0
DB00238,DB06174,0
DB00918,DB01577,0
DB00238,DB05271,0
DB01181,DB00170,0
DB00207,DB01204,0
DB12474,DB01029,0
DB02245,DB11475,0
DB00850,DB00458,0
DB00969,DB00779,0
DB08873,DB00238,0
DB06480,DB09238,0
DB01203,DB00409,0
DB01142,DB00946,0
DB01056,DB00549,0
DB06710,DB01544,0
DB01254,DB00998,0
DB01100,DB00731,0
DB00758,DB00976,0
DB13406,DB06174,0
DB08918,DB13679,0
DB11785,DB13174,0
DB00557,DB00877,0
DB06726,DB00264,0
DB06626,DB01006,0
DB00289,DB08881,0
DB01256,DB00196,0
DB04938,DB00533,0
DB01023,DB11978,0
DB06176,DB00248,0
DB06739,DB00672,0
DB08439,DB00675,0
DB09200,DB00333,0
DB06212,DB01087,0
DB12332,DB00218,0
DB01124,DB01117,0
DB00451,DB00224,0
DB00731,DB08816,0
DB01295,DB12500,0
DB00972,DB01023,0
DB09048,DB00656,0
DB11799,DB09296,0
DB00365,DB00533,0
DB00440,DB00196,0
DB00741,DB00763,0
DB09048,DB00778,0
DB00184,DB00528,0
DB00945,DB00227,0
DB11757,DB08864,0
DB00543,DB11994,0
DB09080,DB00465,0
DB00409,DB12332,0
DB00806,DB01026,0
DB09555,DB11633,0
DB12329,DB00571,0
DB01136,DB00173,0
DB13384,DB06729,0
DB13508,DB12693,0
DB01412,DB00850,0
DB09053,DB01075,0
DB00396,DB00960,0
DB00373,DB06217,0
DB00706,DB14635,0
DB09080,DB00227,0
DB06201,DB01259,0
DB01275,DB00188,0
DB01396,DB13345,0
DB01131,DB09063,0
DB09256,DB01645,0
DB00969,DB04911,0
DB13919,DB01685,0
DB00227,DB14635,0
DB06702,DB00528,0
DB00850,DB11491,0
DB06506,DB00363,0
DB03783,DB00580,0
DB00193,DB01388,0
DB06739,DB00731,0
DB01544,DB04856,0
DB09048,DB12070,0
DB14011,DB01026,0
DB06267,DB00317,0
DB01223,DB11383,0
DB00277,DB01248,0
DB08877,DB00627,0
DB04572,DB01110,0
DB00277,DB00370,0
DB06774,DB01002,0
DB00246,DB01085,0
DB13573,DB04948,0
DB11967,DB01173,0
DB00321,DB00715,0
DB06510,DB00440,0
DB12926,DB00458,0
DB00433,DB00951,0
DB02703,DB00224,0
DB06737,DB01589,0
DB00451,DB01241,0
DB09288,DB00617,0
DB01224,DB01093,0
DB01177,DB00589,0
DB09053,DB00907,0
DB09053,DB06730,0
DB00203,DB08798,0
DB01166,DB13633,0
DB13956,DB00980,0
DB00617,DB00705,0
DB13443,DB00188,0
DB00784,DB01645,0
DB00252,DB13139,0
DB01124,DB00972,0
DB00794,DB01129,0
DB09173,DB00810,0
DB12245,DB00446,0
DB01126,DB00834,0
DB11828,DB01062,0
DB00912,DB06210,0
DB01100,DB08873,0
DB01175,DB00169,0
DB00857,DB00613,0
DB13953,DB09198,0
DB01079,DB09049,0
DB06702,DB01173,0
DB00586,DB00184,0
DB01193,DB00264,0
DB00872,DB02703,0
DB09273,DB00188,0
DB11614,DB08496,0
DB01100,DB00916,0
DB01029,DB01609,0
DB01058,DB01165,0
DB09330,DB01026,0
DB06370,DB00969,0
DB06217,DB01079,0
DB09053,DB00608,0
DB00588,DB00563,0
DB12161,DB00531,0
DB01177,DB00604,0
DB06737,DB05812,0
DB13573,DB00980,0
DB00224,DB06448,0
DB12070,DB05812,0
DB01095,DB00401,0
DB00753,DB01167,0
DB12141,DB13179,0
DB06626,DB00642,0
DB01297,DB01156,0
DB09273,DB06290,0
DB00489,DB01590,0
DB06608,DB00592,0
DB00468,DB04920,0
DB01259,DB01103,0
DB00586,DB01062,0
DB01095,DB00196,0
DB00678,DB00317,0
DB01184,DB00972,0
DB00726,DB00344,0
DB01142,DB06603,0
DB01128,DB00627,0
DB01256,DB00908,0
DB01203,DB00321,0
DB00730,DB01059,0
DB01156,DB06442,0
DB00822,DB00531,0
DB01175,DB00627,0
DB09054,DB01211,0
DB01067,DB00544,0
DB09054,DB00778,0
DB12332,DB04920,0
DB00384,DB00763,0
DB13139,DB00608,0
DB00490,DB00396,0
DB13449,DB00779,0
DB00204,DB00446,0
DB00243,DB11837,0
DB09054,DB00872,0
DB11967,DB00758,0
DB13812,DB01058,0
DB09079,DB09073,0
DB01177,DB12693,0
DB00227,DB06174,0
DB00993,DB01026,0
DB13757,DB06603,0
DB00227,DB00665,0
DB01395,DB01059,0
DB11703,DB03010,0
DB00813,DB09078,0
DB00395,DB01424,0
DB08930,DB06210,0
DB12887,DB01264,0
DB00530,DB01072,0
DB13867,DB01167,0
DB00851,DB06290,0
DB01359,DB09118,0
DB12693,DB00285,0
DB00783,DB09049,0
DB01195,DB00262,0
DB00604,DB00203,0
DB09213,DB06204,0
DB01181,DB00514,0
DB01238,DB05903,0
DB00575,DB01056,0
DB09143,DB01764,0
DB00204,DB14019,0
DB14132,DB01100,0
DB04840,DB13679,0
DB00784,DB00576,0
DB00382,DB14635,0
DB06589,DB01764,0
DB00857,DB00705,0
DB00590,DB08873,0
DB09080,DB01132,0
DB00245,DB09049,0
DB02489,DB00261,0
DB01154,DB00655,0
DB08807,DB00216,0
DB04898,DB00334,0
DB00530,DB00668,0
DB00731,DB09065,0
DB01223,DB00787,0
DB13956,DB00215,0
DB09273,DB01405,0
DB03783,DB09198,0
DB00976,DB12332,0
DB01558,DB14029,0
DB00624,DB00665,0
DB12781,DB00343,0
DB06684,DB13174,0
DB04557,DB00495,0
DB00818,DB00621,0
DB00412,DB12319,0
DB12245,DB06217,0
DB13952,DB01155,0
DB12474,DB00420,0
DB01037,DB14025,0
DB00201,DB09185,0
DB00758,DB06290,0
DB00193,DB05482,0
DB13757,DB08864,0
DB00849,DB01241,0
DB00843,DB01012,0
DB09238,DB00482,0
DB11755,DB01168,0
DB08922,DB01023,0
DB11817,DB12245,0
DB00938,DB00252,0
DB01181,DB00619,0
DB06144,DB00281,0
DB01357,DB01098,0
DB00281,DB01173,0
DB00342,DB06335,0
DB00186,DB06587,0
DB00617,DB04920,0
DB04356,DB00934,0
DB00540,DB00349,0
DB08820,DB00588,0
DB12926,DB00831,0
DB01156,DB01241,0
DB00617,DB01110,0
DB11785,DB00810,0
DB08922,DB09555,0
DB01198,DB00625,0
DB01175,DB01043,0
DB09053,DB01472,0
DB00678,DB06174,0
DB12612,DB09080,0
DB00726,DB00655,0
DB01367,DB13174,0
DB00382,DB13956,0
DB01233,DB12332,0
DB01412,DB13952,0
DB06594,DB00752,0
DB01242,DB06603,0
DB00588,DB15822,0
DB12371,DB01223,0
DB06370,DB04920,0
DB00783,DB00620,0
DB01611,DB00295,0
DB14681,DB01026,0
DB00420,DB00238,0
DB06403,DB14635,0
DB00592,DB00318,0
DB01058,DB04911,0
DB06697,DB06218,0
DB12406,DB01242,0
DB11689,DB09166,0
DB01058,DB00184,0
DB01198,DB00243,0
DB04951,DB06654,0
DB06726,DB06589,0
DB00309,DB00954,0
DB00470,DB04920,0
DB01233,DB11837,0
DB00544,DB00641,0
DB00342,DB13139,0
DB06725,DB12319,0
DB00193,DB00317,0
DB04953,DB09183,0
DB12161,DB11855,0
DB00361,DB00248,0
DB01166,DB00541,0
DB14011,DB01029,0
DB01621,DB04938,0
DB15035,DB00818,0
DB06237,DB01110,0
DB13946,DB01043,0
DB00590,DB00613,0
DB04574,DB00604,0
DB09288,DB01065,0
DB06772,DB00617,0
DB01268,DB09227,0
DB00872,DB11901,0
DB08881,DB05928,0
DB09183,DB09049,0
DB11718,DB08918,0
DB06403,DB00321,0
DB01101,DB05812,0
DB04846,DB00604,0
DB05015,DB01072,0
DB00208,DB09238,0
DB01667,DB00978,0
DB01367,DB01056,0
DB06697,DB00932,0
DB01429,DB01173,0
DB00813,DB00367,0
DB00420,DB11633,0
DB00773,DB09308,0
DB11641,DB07348,0
DB00245,DB04938,0
DB01454,DB01166,0
DB07615,DB08881,0
DB05676,DB11491,0
DB01217,DB01026,0
DB00918,DB08550,0
DB06739,DB00622,0
DB01008,DB01087,0
DB00262,DB01059,0
DB00426,DB08811,0
DB01198,DB05928,0
DB01551,DB00373,0
DB00470,DB00758,0
DB09200,DB11753,0
DB00216,DB06594,0
DB09048,DB00945,0
DB00567,DB01406,0
DB01195,DB00731,0
DB00921,DB00576,0
DB00751,DB00731,0
DB00897,DB09065,0
DB00544,DB11892,0
DB01264,DB00590,0
DB02377,DB13179,0
DB08502,DB00972,0
DB09225,DB01056,0
DB14132,DB06419,0
DB01589,DB11633,0
DB14018,DB00904,0
DB00936,DB00621,0
DB14011,DB00554,0
DB01118,DB01085,0
DB01195,DB00592,0
DB01645,DB00487,0
DB00304,DB00908,0
DB01472,DB00281,0
DB06201,DB12070,0
DB09213,DB04818,0
DB01100,DB00819,0
DB00264,DB08811,0
DB12026,DB09213,0
DB08828,DB14033,0
DB06730,DB00773,0
DB00559,DB06150,0
DB00834,DB01211,0
DB00738,DB02703,0
DB00347,DB00227,0
DB11755,DB04820,0
DB00706,DB06691,0
DB00503,DB01096,0
DB06684,DB00482,0
DB01611,DB01156,0
DB13941,DB00501,0
DB13956,DB01589,0
DB01472,DB00238,0
DB00969,DB01069,0
DB04975,DB00675,0
DB01229,DB06510,0
DB11915,DB06697,0
DB11757,DB00757,0
DB09119,DB09183,0
DB06419,DB00446,0
DB11273,DB00678,0
DB00454,DB06290,0
DB00370,DB13139,0
DB00297,DB01005,0
DB12483,DB01039,0
DB01029,DB01026,0
DB11730,DB13409,0
DB09288,DB01087,0
DB01184,DB00806,0
DB00850,DB14029,0
DB09119,DB01544,0
DB13449,DB04076,0
DB01156,DB01101,0
DB06726,DB06287,0
DB01544,DB00726,0
DB06419,DB01167,0
DB00857,DB09078,0
DB12474,DB06268,0
DB12406,DB00972,0
DB11614,DB00945,0
DB06212,DB00320,0
DB00904,DB13867,0
DB00717,DB00818,0
DB01229,DB06652,0
DB09083,DB00246,0
DB11689,DB01216,0
DB00409,DB01131,0
DB00243,DB06448,0
DB09351,DB09065,0
DB00454,DB00668,0
DB01254,DB01190,0
DB00352,DB06807,0
DB08808,DB06702,0
DB00409,DB11753,0
DB01037,DB01129,0
DB11712,DB01211,0
DB11967,DB00934,0
DB00946,DB00216,0
DB14029,DB11774,0
DB14132,DB00752,0
DB01472,DB00208,0
DB00706,DB01131,0
DB08875,DB08496,0
DB04938,DB00544,0
DB00490,DB09049,0
DB13592,DB00752,0
DB13679,DB01012,0
DB12026,DB00571,0
DB01217,DB00421,0
DB01255,DB00627,0
DB00214,DB00951,0
DB04920,DB01093,0
DB09296,DB09068,0
DB00675,DB06691,0
DB06210,DB02489,0
DB11703,DB05928,0
DB00949,DB00501,0
DB05541,DB06174,0
DB01177,DB14033,0
DB00412,DB00374,0
DB11979,DB01129,0
DB00818,DB11632,0
DB09330,DB00215,0
DB13679,DB00169,0
DB09213,DB06777,0
DB00946,DB11471,0
DB00857,DB00831,0
DB12483,DB00822,0
DB01405,DB11753,0
DB00897,DB00655,0
DB04855,DB04920,0
DB00661,DB09198,0
DB05294,DB07348,0
DB09068,DB13867,0
DB09173,DB06691,0
DB00554,DB00705,0
DB00857,DB04818,0
DB00185,DB05812,0
DB00783,DB00214,0
DB00252,DB09298,0
DB00264,DB01110,0
DB06702,DB00574,0
DB01039,DB00954,0
DB09054,DB08873,0
DB11915,DB00203,0
DB12752,DB01093,0
DB00184,DB00784,0
DB00712,DB00530,0
DB00180,DB08873,0
DB06335,DB01167,0
DB00503,DB01110,0
DB00207,DB05482,0
DB00471,DB09063,0
DB00571,DB00184,0
DB00617,DB00205,0
DB13944,DB06710,0
DB00908,DB11817,0
DB06176,DB06700,0
DB01098,DB00497,0
DB12483,DB00404,0
DB00744,DB00904,0
DB13941,DB01138,0
DB12887,DB01395,0
DB00530,DB00195,0
DB00642,DB00549,0
DB00307,DB01645,0
DB12781,DB09068,0
DB12781,DB00184,0
DB11642,DB00810,0
DB01050,DB06150,0
DB09073,DB06469,0
DB11718,DB00321,0
DB12926,DB01012,0
DB06589,DB11837,0
DB09079,DB00317,0
DB13508,DB09049,0
DB00440,DB11994,0
DB00187,DB00627,0
DB04938,DB00908,0
DB09080,DB00205,0
DB00806,DB06442,0
DB00458,DB09195,0
DB06739,DB04975,0
DB00503,DB09118,0
DB00783,DB00938,0
DB01076,DB14011,0
DB01029,DB08911,0
DB00813,DB04839,0
DB01611,DB01229,0
DB06230,DB01609,0
DB12612,DB05229,0
DB00350,DB00224,0
DB01184,DB00382,0
DB00972,DB04920,0
DB08807,DB12332,0
DB09273,DB01044,0
DB14541,DB04856,0
DB00575,DB13456,0
DB11362,DB00857,0
DB06702,DB01128,0
DB04948,DB00442,0
DB09225,DB00184,0
DB04557,DB00613,0
DB01142,DB01628,0
DB00843,DB00621,0
DB00468,DB01079,0
DB00482,DB00486,0
DB00540,DB13633,0
DB11641,DB01023,0
DB04905,DB00641,0
DB01611,DB00554,0
DB00203,DB00238,0
DB00201,DB11554,0
DB04840,DB01429,0
DB09183,DB01131,0
DB01472,DB06603,0
DB00960,DB11994,0
DB01079,DB00490,0
DB01065,DB02709,0
DB04840,DB01454,0
DB06737,DB01355,0
DB01037,DB00531,0
DB00191,DB00627,0
DB15444,DB11471,0
DB11560,DB00715,0
DB01248,DB00571,0
DB12001,DB00227,0
DB06589,DB06419,0
DB12693,DB00252,0
DB01177,DB00706,0
DB00496,DB01096,0
DB01195,DB08807,0
DB09076,DB08864,0
DB00238,DB00619,0
DB00934,DB00384,0
DB00471,DB14635,0
DB11915,DB01472,0
DB09034,DB04839,0
DB00699,DB01233,0
DB01076,DB00208,0
DB06626,DB06772,0
DB06016,DB00281,0
DB13345,DB01029,0
DB01405,DB01254,0
DB06735,DB09291,0
DB12026,DB00549,0
DB08807,DB14635,0
DB01274,DB08798,0
DB01100,DB00442,0
DB06479,DB00924,0
DB01193,DB08864,0
DB01131,DB13174,0
DB00470,DB08828,0
DB00559,DB00323,0
DB08877,DB11805,0
DB01079,DB09238,0
DB01232,DB00091,0
DB01295,DB09291,0
DB04905,DB00370,0
DB11737,DB00501,0
DB04845,DB00215,0
DB14568,DB00951,0
DB00622,DB01392,0
DB04356,DB01405,0
DB00321,DB00412,0
DB13953,DB01241,0
DB08860,DB00938,0
DB12245,DB00169,0
DB11770,DB01466,0
DB00726,DB04574,0
