drug_A,drug_B,DDI
DB00938,DB02520,0
DB11633,DB09231,0
DB06605,DB01028,0
DB13775,DB09076,0
DB00980,DB00817,0
DB04889,DB00365,0
DB01580,DB06819,0
DB13954,DB00980,0
DB00570,DB12391,0
DB01303,DB01388,0
DB00843,DB00682,0
DB00532,DB04920,0
DB04829,DB01074,0
DB09570,DB00705,0
DB00502,DB00621,0
DB06217,DB00220,0
DB00564,DB00627,0
DB00813,DB00647,0
DB00402,DB11471,0
DB01216,DB00977,0
DB11823,DB00966,0
DB01071,DB06512,0
DB00541,DB00673,0
DB15035,DB00532,0
DB00977,DB00188,0
DB01041,DB00839,0
DB09201,DB08875,0
DB00564,DB01128,0
DB00862,DB00954,0
DB00537,DB11712,0
DB01558,DB00629,0
DB12978,DB01263,0
DB09237,DB00758,0
DB13954,DB01075,0
DB00773,DB02520,0
DB06335,DB00862,0
DB11823,DB11586,0
DB11614,DB03756,0
DB06626,DB04832,0
DB14975,DB13953,0
DB00932,DB09128,0
DB00914,DB06512,0
DB04868,DB06419,0
DB00187,DB00176,0
DB11712,DB08865,0
DB01601,DB12147,0
DB00540,DB00532,0
DB00280,DB00262,0
DB00863,DB00356,0
DB13634,DB01233,0
DB01120,DB00317,0
DB01036,DB00177,0
DB13943,DB12301,0
DB01395,DB00845,0
DB00321,DB06595,0
DB00696,DB00918,0
DB04665,DB00549,0
DB06144,DB00477,0
DB00342,DB00598,0
DB02134,DB11471,0
DB09237,DB00624,0
DB00921,DB00812,0
DB00582,DB01006,0
DB11652,DB08833,0
DB09167,DB08909,0
DB00280,DB11837,0
DB00197,DB05928,0
DB00794,DB01171,0
DB00402,DB00243,0
DB00773,DB00827,0
DB04855,DB00696,0
DB08910,DB06626,0
DB00476,DB06448,0
DB09290,DB00188,0
DB09128,DB06729,0
DB01234,DB00845,0
DB00788,DB00184,0
DB00755,DB00454,0
DB05109,DB01624,0
DB00571,DB06412,0
DB11581,DB00398,0
DB01255,DB00220,0
DB09173,DB00780,0
DB00862,DB00531,0
DB00715,DB00599,0
DB00637,DB13338,0
DB01624,DB12015,0
DB09199,DB00532,0
DB00384,DB00315,0
DB08844,DB00827,0
DB00788,DB01173,0
DB01141,DB04216,0
DB14126,DB06176,0
DB11827,DB13609,0
DB00448,DB00446,0
DB00822,DB00755,0
DB00637,DB11770,0
DB04861,DB06512,0
DB00966,DB00983,0
DB06401,DB00398,0
DB00762,DB08865,0
DB11273,DB00701,0
DB00295,DB12010,0
DB00637,DB11730,0
DB15035,DB01074,0
DB06770,DB15982,0
DB00604,DB06595,0
DB13956,DB09280,0
DB01978,DB01165,0
DB11652,DB00514,0
DB00608,DB00863,0
DB01177,DB01411,0
DB03783,DB00467,0
DB00964,DB04855,0
DB13406,DB00439,0
DB04920,DB04868,0
DB11718,DB00448,0
DB00642,DB00467,0
DB12212,DB00409,0
DB01058,DB00633,0
DB01124,DB13874,0
DB14010,DB06727,0
DB00969,DB01601,0
DB12930,DB00379,0
DB01028,DB00184,0
DB00379,DB09118,0
DB00898,DB02520,0
DB06448,DB00176,0
DB00444,DB01128,0
DB01223,DB00444,0
DB11443,DB01233,0
DB09204,DB00647,0
DB00454,DB00477,0
DB00980,DB00568,0
DB01015,DB00582,0
DB05239,DB14019,0
DB06448,DB00425,0
DB00836,DB00486,0
DB09074,DB06789,0
DB00296,DB00277,0
DB02489,DB00499,0
DB01095,DB00933,0
DB00299,DB14635,0
DB00734,DB13874,0
DB12212,DB00209,0
DB00401,DB08906,0
DB00398,DB14025,0
DB09061,DB00307,0
DB09288,DB00927,0
DB00957,DB00214,0
DB08910,DB01012,0
DB06510,DB01218,0
DB11730,DB00780,0
DB09073,DB04832,0
DB00836,DB00356,0
DB04975,DB00379,0
DB01195,DB04868,0
DB06506,DB00836,0
DB09053,DB00914,0
DB00914,DB00674,0
DB11273,DB12015,0
DB01198,DB00701,0
DB13952,DB00280,0
DB01181,DB00673,0
DB05109,DB06419,0
DB04871,DB13772,0
DB01244,DB06287,0
DB11363,DB01601,0
DB01036,DB02703,0
DB01242,DB00254,0
DB00176,DB01044,0
DB00222,DB04818,0
DB00203,DB01171,0
DB06119,DB01093,0
DB13954,DB00951,0
DB09053,DB13874,0
DB01435,DB04911,0
DB05015,DB12010,0
DB00688,DB09276,0
DB11718,DB00439,0
DB13943,DB06729,0
DB06803,DB08798,0
DB00796,DB00501,0
DB00202,DB01035,0
DB12952,DB06174,0
DB14010,DB08901,0
DB13946,DB00755,0
DB00477,DB15982,0
DB00342,DB04871,0
DB09167,DB11770,0
DB00806,DB00927,0
DB00503,DB02520,0
DB00843,DB00197,0
DB00184,DB00182,0
DB00356,DB00537,0
DB06770,DB00806,0
DB00568,DB00574,0
DB01591,DB00477,0
DB00182,DB00627,0
DB11613,DB01072,0
DB00382,DB01115,0
DB06712,DB00763,0
DB01251,DB00715,0
DB00502,DB01645,0
DB12781,DB12015,0
DB01103,DB01054,0
DB01454,DB01244,0
DB09224,DB09167,0
DB06403,DB00688,0
DB01182,DB01044,0
DB00813,DB01698,0
DB09053,DB00599,0
DB00836,DB00412,0
DB01026,DB00598,0
DB00477,DB12532,0
DB01234,DB00220,0
DB11641,DB09309,0
DB11613,DB06697,0
DB00802,DB00655,0
DB00344,DB04868,0
DB00629,DB00442,0
DB12781,DB00799,0
DB11652,DB02703,0
DB11919,DB00934,0
DB00543,DB00439,0
DB00641,DB02520,0
DB09054,DB09071,0
DB01410,DB01023,0
DB02568,DB00682,0
DB00946,DB00532,0
DB04665,DB00744,0
DB01264,DB00425,0
DB01118,DB08896,0
DB13944,DB00379,0
DB00849,DB00220,0
DB09570,DB01151,0
DB13261,DB00398,0
DB00191,DB08827,0
DB00559,DB01032,0
DB04665,DB00590,0
DB06803,DB00622,0
DB11614,DB01149,0
DB00977,DB00806,0
DB01028,DB00655,0
DB12927,DB00184,0
DB00582,DB06654,0
DB00320,DB01698,0
DB11652,DB00486,0
DB00598,DB00557,0
DB00863,DB00697,0
DB00799,DB00343,0
DB13955,DB05521,0
DB09080,DB06413,0
DB00918,DB01171,0
DB00674,DB01191,0
DB01656,DB00476,0
DB00701,DB00494,0
DB09167,DB00604,0
DB01035,DB00396,0
DB11613,DB00784,0
DB13762,DB00425,0
DB00978,DB00379,0
DB03783,DB00682,0
DB04841,DB11638,0
DB13530,DB04871,0
DB01115,DB00851,0
DB11718,DB00476,0
DB11817,DB00637,0
DB00425,DB00373,0
DB08910,DB09118,0
DB00714,DB00763,0
DB14185,DB00209,0
DB09079,DB08896,0
DB00224,DB08906,0
DB01171,DB00503,0
DB01124,DB03756,0
DB00586,DB00197,0
DB09183,DB00377,0
DB08962,DB09280,0
DB01601,DB06684,0
DB06292,DB01095,0
DB00802,DB12332,0
DB01002,DB00532,0
DB08827,DB11459,0
DB00309,DB04832,0
DB00863,DB01118,0
DB06268,DB01411,0
DB04868,DB00738,0
DB00177,DB00603,0
DB00250,DB01016,0
DB11757,DB01261,0
DB01380,DB00582,0
DB01623,DB00806,0
DB01065,DB00755,0
DB01591,DB00476,0
DB13775,DB08909,0
DB04896,DB00320,0
DB09167,DB00169,0
DB13775,DB00209,0
DB00346,DB01029,0
DB01120,DB00949,0
DB09039,DB00633,0
DB01411,DB01259,0
DB00401,DB00398,0
DB01075,DB00957,0
DB00997,DB00317,0
DB01050,DB08896,0
DB00738,DB00647,0
DB00528,DB00673,0
DB11689,DB05109,0
DB05109,DB12141,0
DB00315,DB01165,0
DB01149,DB08909,0
DB00384,DB13955,0
DB00788,DB00661,0
DB04905,DB00933,0
DB00342,DB12010,0
DB01182,DB01156,0
DB00222,DB08816,0
DB01058,DB00802,0
DB04946,DB00834,0
DB02134,DB01190,0
DB12015,DB01026,0
DB09048,DB01036,0
DB00696,DB00717,0
DB00320,DB00694,0
DB09200,DB01115,0
DB00599,DB00665,0
DB01472,DB06412,0
DB11979,DB06770,0
DB04889,DB00349,0
DB11823,DB00744,0
DB06684,DB01218,0
DB11614,DB08893,0
DB13955,DB00451,0
DB01056,DB13954,0
DB06803,DB00891,0
DB00914,DB06684,0
DB00675,DB01137,0
DB01255,DB06708,0
DB01223,DB00997,0
DB11979,DB00637,0
DB05521,DB00398,0
DB06209,DB00188,0
DB06414,DB09167,0
DB09030,DB13874,0
DB00425,DB00187,0
DB00426,DB06712,0
DB04861,DB01685,0
DB00914,DB00622,0
DB06739,DB01261,0
DB01198,DB13874,0
DB11919,DB01667,0
DB01120,DB00446,0
DB13946,DB04871,0
DB06235,DB00998,0
DB00425,DB01079,0
DB04845,DB00694,0
DB00379,DB00625,0
DB00914,DB00433,0
DB09570,DB01129,0
DB13956,DB00796,0
DB00532,DB12245,0
DB08899,DB01628,0
DB06803,DB08828,0
DB00673,DB11837,0
DB09167,DB06819,0
DB04861,DB00312,0
DB01435,DB06654,0
DB04574,DB11443,0
DB00637,DB03010,0
DB08922,DB00570,0
DB00477,DB01087,0
DB00863,DB00518,0
DB00933,DB11994,0
DB00933,DB00932,0
DB06725,DB00425,0
DB09213,DB06803,0
DB15035,DB00247,0
DB01482,DB00954,0
DB04889,DB06290,0
DB13874,DB08864,0
DB06235,DB00252,0
DB01191,DB00169,0
DB08962,DB01016,0
DB00758,DB04868,0
DB01190,DB00582,0
DB01131,DB09167,0
DB06292,DB00623,0
DB06204,DB01411,0
DB11737,DB02520,0
DB06605,DB00499,0
DB11915,DB01182,0
DB11689,DB00701,0
DB01191,DB00384,0
DB13943,DB01029,0
DB04665,DB09198,0
DB00425,DB00414,0
DB09213,DB13879,0
DB04861,DB01174,0
DB00191,DB00997,0
DB04861,DB00972,0
DB00220,DB01254,0
DB08896,DB06700,0
DB00946,DB00398,0
DB12887,DB06412,0
DB12015,DB04794,0
DB13675,DB00532,0
DB11652,DB01253,0
DB06739,DB06712,0
DB11652,DB01129,0
DB04665,DB01128,0
DB13954,DB06204,0
DB04871,DB01232,0
DB11823,DB00374,0
DB12952,DB01151,0
DB01171,DB05812,0
DB11718,DB06412,0
DB14010,DB00608,0
DB00598,DB08881,0
DB06235,DB01667,0
DB00182,DB12245,0
DB14975,DB01154,0
DB05239,DB05928,0
DB00763,DB09299,0
DB14126,DB06370,0
DB01228,DB00476,0
DB00688,DB00675,0
DB11963,DB00679,0
DB09128,DB00641,0
DB06608,DB00335,0
DB04868,DB06731,0
DB00568,DB06684,0
DB01218,DB01241,0
DB00656,DB00499,0
DB00977,DB11491,0
DB06510,DB00788,0
DB06603,DB01698,0
DB09074,DB08901,0
DB08882,DB00254,0
DB00696,DB00741,0
DB03783,DB11963,0
DB01016,DB11817,0
DB01394,DB00673,0
DB00831,DB00315,0
DB06210,DB01482,0
DB11613,DB13941,0
DB01028,DB00169,0
DB00904,DB00439,0
DB11742,DB00682,0
DB00608,DB04216,0
DB00398,DB11471,0
DB06678,DB00857,0
DB04844,DB00379,0
DB11757,DB09237,0
DB09079,DB00439,0
DB00783,DB01698,0
DB04574,DB00467,0
DB01218,DB09065,0
DB01192,DB06217,0
DB11363,DB12010,0
DB04855,DB04896,0
DB00243,DB00696,0
DB01028,DB00338,0
DB13592,DB00977,0
DB04946,DB02701,0
DB00978,DB00176,0
DB00806,DB09167,0
DB06218,DB01251,0
DB06292,DB13139,0
DB00647,DB01611,0
DB11362,DB00682,0
DB08820,DB00637,0
DB12212,DB00656,0
DB00377,DB11994,0
DB00499,DB11574,0
DB09213,DB00448,0
DB00559,DB00359,0
DB01079,DB00476,0
DB13874,DB00818,0
DB00247,DB11574,0
DB00304,DB00673,0
DB00398,DB06654,0
DB06210,DB04216,0
DB13955,DB11632,0
DB01192,DB09291,0
DB00532,DB00576,0
DB01232,DB00537,0
DB09061,DB04938,0
DB05351,DB01041,0
DB04871,DB00365,0
DB00843,DB00745,0
DB06448,DB01120,0
DB13443,DB00477,0
DB04574,DB00176,0
DB14011,DB00398,0
DB00363,DB00836,0
DB13874,DB01087,0
DB13775,DB00530,0
DB00496,DB05109,0
DB02568,DB00467,0
DB06209,DB13919,0
DB01191,DB09555,0
DB01192,DB01095,0
DB01154,DB00220,0
DB08896,DB11554,0
DB00916,DB00499,0
DB09201,DB01393,0
DB00207,DB02520,0
DB06652,DB06412,0
DB00877,DB09061,0
DB00788,DB01241,0
DB00532,DB00317,0
DB13634,DB08496,0
DB01035,DB13174,0
DB00872,DB00647,0
DB08893,DB00752,0
DB09183,DB06712,0
DB00661,DB00439,0
DB01218,DB01685,0
DB00921,DB00222,0
DB13954,DB11614,0
DB06770,DB01255,0
DB13812,DB01137,0
DB00182,DB05812,0
DB00295,DB06712,0
DB08883,DB00851,0
DB11363,DB09071,0
DB01087,DB01137,0
DB06725,DB06413,0
DB05109,DB00822,0
DB01120,DB00705,0
DB00238,DB08906,0
DB06684,DB06678,0
DB00924,DB13874,0
DB01002,DB00425,0
DB00363,DB11963,0
DB01041,DB06595,0
DB06738,DB00222,0
DB13946,DB00455,0
DB00997,DB00759,0
DB00227,DB00502,0
DB01238,DB01016,0
DB09167,DB01242,0
DB05229,DB01698,0
DB13954,DB00726,0
DB00831,DB00927,0
DB01204,DB08896,0
DB00599,DB05246,0
DB13874,DB12693,0
DB00862,DB00446,0
DB06770,DB04951,0
DB01036,DB06217,0
DB00532,DB00490,0
DB13955,DB12319,0
DB09034,DB04868,0
DB04868,DB00972,0
DB12070,DB09241,0
DB13955,DB00621,0
DB01268,DB06412,0
DB09201,DB01424,0
DB01394,DB00444,0
DB00465,DB00455,0
DB11560,DB00263,0
DB12483,DB00714,0
DB00439,DB01132,0
DB00831,DB00280,0
DB04845,DB00476,0
DB04946,DB00297,0
DB01177,DB01176,0
DB06595,DB09099,0
DB13943,DB00641,0
DB06595,DB05903,0
DB00946,DB03756,0
DB00359,DB01129,0
DB00367,DB00845,0
DB06510,DB00603,0
DB01115,DB13867,0
DB04861,DB01551,0
DB00567,DB00647,0
DB00327,DB00444,0
DB11586,DB01074,0
DB00696,DB08901,0
DB09231,DB06448,0
DB12130,DB00359,0
DB09074,DB03010,0
DB01216,DB02520,0
DB00377,DB00169,0
DB09054,DB05814,0
DB01320,DB00448,0
DB00444,DB12391,0
DB00570,DB08816,0
DB00377,DB00187,0
DB08907,DB00398,0
DB12147,DB00322,0
DB12531,DB00477,0
DB00751,DB01074,0
DB12406,DB09241,0
DB11273,DB00254,0
DB00799,DB00678,0
DB06480,DB01016,0
DB06228,DB00439,0
DB13843,DB01149,0
DB00568,DB00252,0
DB00299,DB01056,0
DB00367,DB00582,0
DB01623,DB00442,0
DB06739,DB00688,0
DB06727,DB01403,0
DB02134,DB13952,0
DB06678,DB00907,0
DB00839,DB04831,0
DB09201,DB08881,0
DB00470,DB09280,0
DB05239,DB00752,0
DB00714,DB12466,0
DB08952,DB00316,0
DB13944,DB00977,0
DB00499,DB11837,0
DB00679,DB01032,0
DB04557,DB13874,0
DB01149,DB00792,0
DB00731,DB01016,0
DB13634,DB00277,0
DB06217,DB01171,0
DB01142,DB01137,0
DB13954,DB01544,0
DB04868,DB01101,0
DB00444,DB13633,0
DB04951,DB06803,0
DB13449,DB06292,0
DB09289,DB00435,0
DB08910,DB00730,0
DB00637,DB00501,0
DB08922,DB00755,0
DB06479,DB02134,0
DB00482,DB00836,0
DB00714,DB06210,0
DB01295,DB11963,0
DB00359,DB12466,0
DB01095,DB00633,0
DB00938,DB08906,0
DB06678,DB06217,0
DB09143,DB01149,0
DB00580,DB00439,0
DB00956,DB00755,0
DB14010,DB12161,0
DB00972,DB00688,0
DB04946,DB09065,0
DB00222,DB06442,0
DB09231,DB00705,0
DB00280,DB14635,0
DB09079,DB04832,0
DB06608,DB00637,0
DB06608,DB00836,0
DB04861,DB00209,0
DB01274,DB00359,0
DB01191,DB00201,0
DB00426,DB12015,0
DB00946,DB00701,0
DB04871,DB11753,0
DB09256,DB06712,0
DB00570,DB06174,0
DB09183,DB01074,0
DB04855,DB05814,0
DB00696,DB00196,0
DB00862,DB00972,0
DB08882,DB00398,0
DB00281,DB00817,0
DB12952,DB13950,0
DB00532,DB00764,0
DB12927,DB11757,0
DB06209,DB01029,0
DB00872,DB12010,0
DB06603,DB00537,0
DB13952,DB01261,0
DB05239,DB01151,0
DB14185,DB02703,0
DB00501,DB01104,0
DB05271,DB11963,0
DB14055,DB00983,0
DB00582,DB00932,0
DB00980,DB00682,0
DB04855,DB00477,0
DB09053,DB00780,0
DB11633,DB09128,0
DB01062,DB06595,0
DB00346,DB13867,0
DB08901,DB05109,0
DB06616,DB01149,0
DB00470,DB00197,0
DB13675,DB01411,0
DB09213,DB01411,0
DB06727,DB00647,0
DB00839,DB01129,0
DB01472,DB04868,0
DB06652,DB09241,0
DB00586,DB00568,0
DB04868,DB11475,0
DB00862,DB11383,0
DB04076,DB13823,0
DB09241,DB08901,0
DB01435,DB11753,0
DB00701,DB00338,0
DB00957,DB04818,0
DB01454,DB00914,0
DB11613,DB05812,0
DB00688,DB00412,0
DB06589,DB04884,0
DB04665,DB08798,0
DB06292,DB00625,0
DB01171,DB01151,0
DB00184,DB08896,0
DB00604,DB05814,0
DB01445,DB01171,0
DB00554,DB01698,0
DB01591,DB01074,0
DB09048,DB00647,0
DB08893,DB00763,0
DB12531,DB00435,0
DB01097,DB09167,0
DB00575,DB00537,0
DB09201,DB00501,0
DB01028,DB11586,0
DB09079,DB04868,0
DB00532,DB00384,0
DB09570,DB05928,0
DB08883,DB00655,0
DB05239,DB08882,0
DB01028,DB00672,0
DB09068,DB00845,0
DB00714,DB01685,0
DB11689,DB04665,0
DB11652,DB00969,0
DB01098,DB06412,0
DB00818,DB00359,0
DB04725,DB00444,0
DB02134,DB06160,0
DB00997,DB04839,0
DB00208,DB00633,0
DB01320,DB00696,0
DB01183,DB13874,0
DB00207,DB08896,0
DB13946,DB09231,0
DB11919,DB00655,0
DB00897,DB06412,0
DB00862,DB01248,0
DB04871,DB09065,0
DB13573,DB00502,0
DB01590,DB08906,0
DB00998,DB00977,0
DB00613,DB00402,0
DB01075,DB01071,0
DB03783,DB00398,0
DB06209,DB00471,0
DB01403,DB00792,0
DB00820,DB00197,0
DB04835,DB00696,0
DB00946,DB00755,0
DB00425,DB05990,0
DB00214,DB00176,0
DB08896,DB06774,0
DB00315,DB09253,0
DB06292,DB00170,0
DB06738,DB00997,0
DB13592,DB06292,0
DB00957,DB00420,0
DB01580,DB00091,0
DB00699,DB00997,0
DB13874,DB00588,0
DB01466,DB00957,0
DB00379,DB00679,0
DB04841,DB01039,0
DB09213,DB13609,0
DB01192,DB00343,0
DB00207,DB05814,0
DB01355,DB00701,0
DB00203,DB08906,0
DB01656,DB00637,0
DB00755,DB01609,0
DB08865,DB11779,0
DB00402,DB00446,0
DB00280,DB00553,0
DB11613,DB00918,0
DB00730,DB00435,0
DB00091,DB00647,0
DB00497,DB00598,0
DB13946,DB06412,0
DB02134,DB00261,0
DB00564,DB09063,0
DB09079,DB01873,0
DB12141,DB01263,0
DB01058,DB00448,0
DB00537,DB12978,0
DB00570,DB11442,0
DB04946,DB13944,0
DB04889,DB00187,0
DB09299,DB00433,0
DB12001,DB04868,0
DB09071,DB00783,0
DB11363,DB06458,0
DB06292,DB01454,0
DB04840,DB04868,0
DB00688,DB00784,0
DB06803,DB01041,0
DB01118,DB01071,0
DB00669,DB09249,0
DB00836,DB00252,0
DB00208,DB09309,0
DB00531,DB04884,0
DB09061,DB00945,0
DB11919,DB00215,0
DB13449,DB00682,0
DB13634,DB01184,0
DB00590,DB00647,0
DB00688,DB00468,0
DB00315,DB09251,0
DB00637,DB00250,0
DB11652,DB08875,0
DB00586,DB09280,0
DB01103,DB00537,0
DB00862,DB06290,0
DB00255,DB04216,0
DB01482,DB12245,0
DB04868,DB01075,0
DB01028,DB09065,0
DB00299,DB11753,0
DB12515,DB01173,0
DB01195,DB00299,0
DB01174,DB02520,0
DB00315,DB09250,0
DB06739,DB08906,0
DB09231,DB00762,0
DB00599,DB01241,0
DB12926,DB01115,0
DB08865,DB05903,0
DB14185,DB00951,0
DB13443,DB13874,0
DB00404,DB00220,0
DB11712,DB00220,0
DB00532,DB01217,0
DB01623,DB00851,0
DB01435,DB00805,0
DB11963,DB00655,0
DB00402,DB09235,0
DB09238,DB13874,0
DB02134,DB00818,0
DB05018,DB00398,0
DB01223,DB00425,0
DB00320,DB01873,0
DB08899,DB00224,0
DB00661,DB00315,0
DB00365,DB09241,0
DB00712,DB06413,0
DB00299,DB00951,0
DB04861,DB11633,0
DB11652,DB14011,0
DB00568,DB00549,0
DB09048,DB01176,0
DB00532,DB00482,0
DB00921,DB13874,0
DB15444,DB14126,0
DB01151,DB11963,0
DB01218,DB00344,0
DB00541,DB01200,0
DB04871,DB01012,0
DB09296,DB00682,0
DB01232,DB06595,0
DB00439,DB00549,0
DB00590,DB00582,0
DB00570,DB14635,0
DB05708,DB14029,0
DB06292,DB08816,0
DB00285,DB06412,0
DB00570,DB09308,0
DB11817,DB12952,0
DB06725,DB00439,0
DB05708,DB01058,0
DB00857,DB13823,0
DB05351,DB06442,0
DB03756,DB08816,0
DB00346,DB00661,0
DB01482,DB00356,0
DB09053,DB01074,0
DB13775,DB00932,0
DB06803,DB04557,0
DB00315,DB09245,0
DB09570,DB11703,0
DB09288,DB00997,0
DB06678,DB00496,0
DB11718,DB05109,0
DB00530,DB06803,0
DB09237,DB14635,0
DB01184,DB02520,0
DB00199,DB01211,0
DB00184,DB01601,0
DB00315,DB13772,0
DB01071,DB00810,0
DB00476,DB05903,0
DB08827,DB13179,0
DB13208,DB00836,0
DB00836,DB14512,0
DB08820,DB00755,0
DB00983,DB06731,0
DB00255,DB00796,0
DB01295,DB06708,0
DB01035,DB00715,0
DB01171,DB13139,0
DB13530,DB06770,0
DB05229,DB00836,0
DB00738,DB00220,0
DB06204,DB01182,0
DB06204,DB06412,0
DB01411,DB00227,0
DB06803,DB14635,0
DB13775,DB00333,0
DB00266,DB01176,0
DB04076,DB00633,0
DB08827,DB01275,0
DB01435,DB06160,0
DB11712,DB00197,0
DB01012,DB00296,0
DB00904,DB00197,0
DB00957,DB11994,0
DB04938,DB00839,0
DB00370,DB00997,0
DB09290,DB00661,0
DB05521,DB00637,0
DB01192,DB08881,0
DB01065,DB00788,0
DB00458,DB00637,0
DB08881,DB04832,0
DB00599,DB00829,0
DB01118,DB04896,0
DB09167,DB01195,0
DB01418,DB05109,0
DB00817,DB00675,0
DB12457,DB02520,0
DB06292,DB00604,0
DB08910,DB00683,0
DB00910,DB09241,0
DB12952,DB00954,0
DB13943,DB01110,0
DB06217,DB01403,0
DB00862,DB06419,0
DB05708,DB01012,0
DB01035,DB09195,0
DB06506,DB00425,0
DB00843,DB00398,0
DB02709,DB00827,0
DB00904,DB00477,0
DB12952,DB06791,0
DB00706,DB00379,0
DB09068,DB01016,0
DB11951,DB00608,0
DB14975,DB00909,0
DB00629,DB13174,0
DB11652,DB01241,0
DB00461,DB00315,0
DB12926,DB00788,0
DB08883,DB00528,0
DB06506,DB00176,0
DB01409,DB12500,0
DB09299,DB01023,0
DB00379,DB01110,0
DB13956,DB00817,0
DB11363,DB01411,0
DB11963,DB00829,0
DB00753,DB00220,0
DB00637,DB00668,0
DB00933,DB00338,0
DB01058,DB06292,0
DB04889,DB00674,0
DB06292,DB04905,0
DB00476,DB08798,0
DB12752,DB08893,0
DB00783,DB00827,0
DB01035,DB00264,0
DB00701,DB00396,0
DB00541,DB00353,0
DB00599,DB05928,0
DB13775,DB09048,0
DB00396,DB01411,0
DB08910,DB01204,0
DB01039,DB04832,0
DB06678,DB00238,0
DB00932,DB01409,0
DB12515,DB13409,0
DB04975,DB00836,0
DB01218,DB15822,0
DB00589,DB00448,0
DB08865,DB11828,0
DB00344,DB00570,0
DB09290,DB00857,0
DB00252,DB01244,0
DB04871,DB00731,0
DB14568,DB09241,0
DB01244,DB00726,0
DB05109,DB05271,0
DB00543,DB00570,0
DB00247,DB12532,0
DB00342,DB14126,0
DB12483,DB04957,0
DB00972,DB00296,0
DB09183,DB00455,0
DB09256,DB00455,0
DB12406,DB01623,0
DB13955,DB00779,0
DB06769,DB00977,0
DB00726,DB00812,0
DB01256,DB01071,0
DB12015,DB06616,0
DB09299,DB00549,0
DB00962,DB00741,0
DB08875,DB00444,0
DB00091,DB01182,0
DB06148,DB04871,0
DB00454,DB00254,0
DB00564,DB01076,0
DB09061,DB00665,0
DB09570,DB08953,0
DB09199,DB00796,0
DB00851,DB00477,0
DB00946,DB09074,0
DB06237,DB00673,0
DB05109,DB00593,0
DB01151,DB00444,0
DB01054,DB01059,0
DB00637,DB00496,0
DB00590,DB06595,0
DB01071,DB06729,0
DB01190,DB00564,0
DB04076,DB01435,0
DB01120,DB00184,0
DB09289,DB01263,0
DB01388,DB08827,0
DB00374,DB08896,0
DB13941,DB00788,0
DB01171,DB09065,0
DB12147,DB03756,0
DB01069,DB00379,0
DB05109,DB00814,0
DB00321,DB04868,0
DB14975,DB14575,0
DB08827,DB00916,0
DB08895,DB12010,0
DB01028,DB00373,0
